name	x	y	z	size	type
A1	2.85260508496489	-75.4033832166019	13.9212224058657	n/a	ECOG
A2	3.64784211648391	-63.9629230704084	29.1034679032012	n/a	ECOG
A3	4.12151718067643	-64.9301538992248	34.1035538622197	n/a	ECOG
A4	9.00793824019848	-54.9740549074723	39.435858310469	n/a	ECOG
A5	9.35537417687026	-40.540245359536	44.6826453893777	n/a	ECOG
A6	5.90853675691873	-43.535440466708	46.4630615746415	n/a	ECOG
A7	5.04506237474864	-31.606504278375	58.9171102587809	n/a	ECOG
A8	4.29709764262974	-19.4644238971224	62.0703543259793	n/a	ECOG
A9	4.12603383480302	-18.4389946838353	68.8494190241667	n/a	ECOG
A10	7.58049260145866	3.44658052976737	68.4755815262762	n/a	ECOG
A11	15.7630197160196	38.7152997676158	-22.0354836707147	n/a	ECOG
A12	18.6676618499244	41.6647223197374	-16.0691397423712	n/a	ECOG
A13	29.0901102130045	33.823912589822	-10.1964813123613	n/a	ECOG
A14	45.6206669980248	37.4425381206026	-14.6012051039894	n/a	ECOG
A15	46.8340602490726	31.7189473299372	-13.5558318892581	n/a	ECOG
A16	47.088333426866	29.0634793505573	-10.5882611627547	n/a	ECOG
A17	34.9790104872428	-40.1979461311494	-22.2799214497509	n/a	ECOG
A18	29.0815448671379	-33.6387496103376	-24.0715023687222	n/a	ECOG
A19	41.07927236493	-29.3481210010964	-20.9787385543721	n/a	ECOG
A20	34.3894314055475	5.33992682566879	-40.7893433897287	n/a	ECOG
A21	35.5215206568673	4.17139863651558	-41.9409244921383	n/a	ECOG
A22	39.9423813531863	12.3156817408216	-39.7460938844105	n/a	ECOG
A23	37.4918752875104	21.5414315588522	-34.7876081965914	n/a	ECOG
A24	38.7412567253881	18.4505517581965	-24.9412368006354	n/a	ECOG
A25	42.7794937773839	20.8553504438208	-23.6528325509705	n/a	ECOG
A26	56.942991822518	9.23291566478926	-7.84627511107282	n/a	ECOG
A27	20.1538598483041	-5.21575824781258	-33.1431940513969	n/a	ECOG
A28	32.4625271227536	-1.46377281199628	-43.6613330559442	n/a	ECOG
A30	45.2091270165155	-7.13350797236066	-41.8065077736874	n/a	ECOG
A31	52.1399547295282	-8.1413151499784	-34.597330775677	n/a	ECOG
A32	57.7530324462276	0.668668955024574	-28.1986953370523	n/a	ECOG
A33	51.8354009641097	34.8895450732852	2.99730737064996	n/a	ECOG
A34	51.7706543813616	33.5894314721127	6.30914073527381	n/a	ECOG
A35	53.6469221486341	27.3215466204906	6.15146601010058	n/a	ECOG
A36	56.1215377833219	17.2016390090021	15.7430513647529	n/a	ECOG
A37	47.2247594462145	-13.5931210700298	0.129477326262855	n/a	ECOG
A38	64.2904566003172	-6.72171400290533	-0.848563622643928	n/a	ECOG
