name	x	y	z	size	type
A1	7.76537499331788	-56.5034452195136	1.93103014832431	n/a	ECOG
A2	4.27817066091819	-57.7566235561499	12.6240394608286	n/a	ECOG
A3	2.89618820368044	-47.2388942283272	24.6445432950986	n/a	ECOG
A4	3.14216133908137	-38.0038202682598	30.25356785435	n/a	ECOG
A5	3.88342492948443	-28.6091029692016	33.3265450317588	n/a	ECOG
A6	2.94862752336784	-22.4585674593113	38.3137028009299	n/a	ECOG
A7	8.66106093457881	-9.71235354041943	41.1392162681426	n/a	ECOG
A8	6.7979514413232	-7.46318345795817	58.7857436775361	n/a	ECOG
A9	7.02718197227324	0.928768045977794	68.5196693702032	n/a	ECOG
A10	10.382512101711	5.77888182767248	67.8917065178788	n/a	ECOG
A11	30.5380823020167	-33.1888335323974	-25.0072904791608	n/a	ECOG
A13	37.839830186063	-22.4291381291895	-28.2099470932212	n/a	ECOG
A14	20.1762832455987	-7.34193609286625	-32.4644878528262	n/a	ECOG
A15	21.5840499596308	1.82559681536424	-35.1070943115542	n/a	ECOG
A16	22.4391509958562	7.9882429766725	-36.2619625770006	n/a	ECOG
A17	26.2657798408662	11.6645425098854	-40.8740125464113	n/a	ECOG
A18	33.4454332774118	19.4737696788455	-38.1477877136845	n/a	ECOG
A19	24.0838238671322	5.16424307752832	-39.51770940307	n/a	ECOG
A20	26.4277800988831	4.30648831764337	-42.6805513958003	n/a	ECOG
A21	36.8252737275706	0.613475459376538	-44.6726735518283	n/a	ECOG
A22	50.4492931954813	9.61404389772789	-35.0208737878991	n/a	ECOG
A23	55.9585626282148	9.11547153678866	-12.0294279407335	n/a	ECOG
A24	57.4598287697606	3.78617730460352	-1.96908004859294	n/a	ECOG
A25	20.4729178755075	-26.1749363950435	-21.8177560806274	n/a	ECOG
A26	30.9219626010664	-29.1431425952271	-23.1066247888859	n/a	ECOG
A27	38.5373285421589	-28.2948666060531	-26.042068759227	n/a	ECOG
A28	54.975524058758	-15.4558173340039	-33.9565348503574	n/a	ECOG
A29	61.698918658775	-6.14514987594667	-23.7014902166072	n/a	ECOG
A30	63.7577731599744	-12.9468863640956	-11.1032284190591	n/a	ECOG
A31	17.3619976715754	-35.1762569824321	-13.118105327683	n/a	ECOG
A32	25.2414983787793	-39.7438021666252	-17.0926090227678	n/a	ECOG
A33	26.6665602421601	-42.8992992682745	-19.080105342481	n/a	ECOG
A34	31.8972241408073	-45.9535713195801	-18.9020349214541	n/a	ECOG
A35	37.5151804059944	-46.4482219849657	-21.1996415394265	n/a	ECOG
A36	55.3137573242187	-41.8989891922714	-21.9481502980994	n/a	ECOG
A37	63.9145734108534	-41.5052098792671	-5.59340394390622	n/a	ECOG
A38	66.323334390525	-37.2502335606005	-6.20367210462116	n/a	ECOG
A39	18.3902062880113	-81.6197838444038	-12.403014369959	n/a	ECOG
A40	3.23764887664142	-81.5257451614277	-1.59679106121145	n/a	ECOG
A41	4.12931659829697	-85.6273684712864	-3.03558453934075	n/a	ECOG
A42	6.75764722825409	-91.4418671729581	-6.25096862593669	n/a	ECOG
A43	8.91044856821931	-91.4147547779467	-9.19312985118966	n/a	ECOG
A44	17.2528650648642	-87.7811885142486	-6.80873536351043	n/a	ECOG
A45	31.2778823558116	-90.2293992317763	-11.8215701168691	n/a	ECOG
A46	35.959158372559	-79.0597775324879	-12.9716702893926	n/a	ECOG
A47	44.7734115325364	-77.4563971321055	-11.0542420103796	n/a	ECOG
A48	51.0900987612321	-59.4344710791671	-5.42920283563498	n/a	ECOG
A49	15.2792357747187	-100.204555030157	8.85335205446838	n/a	ECOG
A50	20.2809747049472	-97.7119934286847	13.6023223652248	n/a	ECOG
A51	22.8508874976395	-96.2554701632301	13.4548697368051	n/a	ECOG
A52	36.5630576178532	-82.204453600173	17.0173840856392	n/a	ECOG
A53	38.4302211851082	-81.9068502541356	28.6601001608292	n/a	ECOG
A54	36.538424654455	-76.6368911768766	39.6337159700842	n/a	ECOG
B1	33.560818426401	13.2836310129763	54.8984319085243	n/a	ECOG
B2	19.7133485090013	-7.43662424136716	61.4702520664906	n/a	ECOG
B3	21.7658908696783	-12.4781081498369	64.3685713211162	n/a	ECOG
B4	23.920292057447	-14.695197172773	70.2398818432085	n/a	ECOG
B5	21.3814057977408	-23.5435104030891	68.3588999473009	n/a	ECOG
B6	29.4748848473466	-29.9382531351691	70.2939727347969	n/a	ECOG
B7	28.2458670168115	-45.3625182875051	66.9338538227465	n/a	ECOG
B8	21.6155675939266	-51.4538806147223	62.646962287442	n/a	ECOG
B9	32.7640759448877	15.7923164497286	51.3871117047816	n/a	ECOG
B10	38.6747632186685	12.539899404577	54.9776487235255	n/a	ECOG
B11	41.7444236678565	-4.24237717140041	54.7442759289838	n/a	ECOG
B12	28.9836801592936	-13.2301140903627	66.7423458560201	n/a	ECOG
B13	40.2360657992779	-29.4161457759422	65.3912762917128	n/a	ECOG
B14	36.088362147184	-40.5248982410303	57.2386933089903	n/a	ECOG
B15	33.4811177234522	-43.4643345749618	65.118969450061	n/a	ECOG
B17	40.8621799059362	21.2180563263445	45.8307373558915	n/a	ECOG
B18	40.2983383191512	12.8881869785138	53.0121461061823	n/a	ECOG
B19	45.757032636348	-6.77631815613916	53.9135375438921	n/a	ECOG
B20	41.2234416308819	-10.311713578637	60.8205488601787	n/a	ECOG
B21	45.9741556666841	-26.2153552522595	62.0330394181629	n/a	ECOG
