name	x	y	z	size	type
A1	-39.6595364717829	38.142271733764	25.8477906566338	n/a	ECOG
A2	-43.484592628479	31.8519818715601	29.2421789079705	n/a	ECOG
A3	-37.3234714277639	4.31879884349913	45.024727460362	n/a	ECOG
A4	-42.4654615440625	12.7808958982861	45.2018880319275	n/a	ECOG
A5	-53.3458015697914	-4.27295069553969	43.4361397007168	n/a	ECOG
A6	-52.096386629143	-14.6789227005619	42.0872785248212	n/a	ECOG
A7	-56.1524608663265	-18.9834812010695	44.9360148180251	n/a	ECOG
A8	-58.3597823610242	-31.9360471379837	42.5607651896125	n/a	ECOG
A9	-41.9763829186459	35.0417249001113	25.123220410763	n/a	ECOG
A10	-42.7932485606046	27.7529106335352	28.6704985669795	n/a	ECOG
A11	-44.1732878486582	23.4773807365622	33.9787670954762	n/a	ECOG
A12	-55.3146787041786	5.80434238707987	32.9468668784071	n/a	ECOG
A13	-56.7638036740706	-0.97778142116942	36.2486889755966	n/a	ECOG
A14	-60.1279646188621	-10.4782184038986	36.9400833296296	n/a	ECOG
A15	-58.2862593887636	-15.3721923978537	40.1893687856277	n/a	ECOG
A16	-29.6255475383477	23.9557269000367	10.2485436689134	n/a	ECOG
A17	-51.5454781500285	26.7844777177644	15.0763711336675	n/a	ECOG
A18	-52.366542173552	21.2395312290064	20.010587182671	n/a	ECOG
A19	-51.1716145688255	15.0517118489182	23.562034342913	n/a	ECOG
A20	-59.016148622244	6.21538413347201	21.4834209570149	n/a	ECOG
A21	-59.2250111419883	1.22306148758003	25.1332858808889	n/a	ECOG
A22	-63.1945697246782	-10.5316986788039	28.9321969921957	n/a	ECOG
A23	-61.6771170392132	-26.9953241706695	29.9066208679404	n/a	ECOG
A24	-59.1898375875998	-35.8041612637923	35.3897692533147	n/a	ECOG
A25	-53.5545079506484	25.1403346356129	11.2587494908063	n/a	ECOG
A26	-53.55612719235	19.3812111777747	14.4588176422846	n/a	ECOG
A27	-54.4962919785672	16.546010748332	15.2874881141613	n/a	ECOG
A28	-58.5935300378991	2.92998954755107	11.3761061151556	n/a	ECOG
A29	-59.2175448091238	-0.441192187698583	16.6646482102823	n/a	ECOG
A30	-64.4849679601272	-9.97754491113576	21.0580525244642	n/a	ECOG
A31	-61.8435060488298	-25.4018487584671	24.9886316101023	n/a	ECOG
A32	-64.0319981005368	-30.5813470123598	28.3562500889669	n/a	ECOG
A33	-52.4098159738835	28.9505738053546	5.9142487818033	n/a	ECOG
A34	-53.4464390594687	16.898460804056	9.81871075852643	n/a	ECOG
A35	-52.4343621401179	12.8840528100079	4.88847562522821	n/a	ECOG
A36	-55.5276645301972	0.907639903415716	5.95735379167701	n/a	ECOG
A37	-61.5665726527272	-7.18382897484444	10.028428170505	n/a	ECOG
A38	-63.4439990766896	-13.5398004825883	14.4497478299493	n/a	ECOG
A39	-61.165210211837	-25.2320355901782	20.348626678262	n/a	ECOG
A40	-61.705519682609	-31.0167029604816	22.3316865050553	n/a	ECOG
A41	-50.2800468035192	29.132001657934	0.601376681458307	n/a	ECOG
A42	-50.1816918878747	14.5325838030985	1.66669967407923	n/a	ECOG
A43	-56.5393557145292	1.96910717886554	-2.1694231654976	n/a	ECOG
A44	-58.3848240103498	1.57731909012975	-4.79910506008891	n/a	ECOG
A45	-60.0394892698966	-6.45722357710736	1.39507718143435	n/a	ECOG
A46	-62.6404789457385	-17.6619774501596	-0.395615649433657	n/a	ECOG
A47	-64.3759256452522	-25.0831971930177	8.80656701254615	n/a	ECOG
A48	-64.8532859699838	-31.8853344987703	12.1651002532234	n/a	ECOG
A49	-49.0248304354264	14.6708601217142	-22.5409228670517	n/a	ECOG
A50	-47.3752611838731	7.18690915272209	-24.7130574376791	n/a	ECOG
A51	-54.2277332613132	8.15316455598996	-13.0747802772978	n/a	ECOG
A52	-55.4048558203166	3.21443096156195	-11.0415975621083	n/a	ECOG
A53	-58.5425955881208	-6.30002030218458	-4.60034630875284	n/a	ECOG
A54	-63.5945111268319	-17.6833750318361	0.822842431721225	n/a	ECOG
A55	-64.9909715409247	-24.6774391820767	3.5077951163441	n/a	ECOG
A56	-64.9027165329696	-32.8385278228145	6.86637203431869	n/a	ECOG
A57	-48.337932049028	12.3856501947513	-23.9277092543224	n/a	ECOG
A58	-50.5747858725938	8.49937916978094	-20.5565653586548	n/a	ECOG
A59	-54.7845730723951	2.84132931989324	-24.5882434844971	n/a	ECOG
A60	-52.3345157597689	3.9796325448988	-25.6882089275642	n/a	ECOG
A61	-56.2038617255704	-0.779101710724676	-21.2490571770892	n/a	ECOG
A62	-64.8088477217911	-18.3346292108497	-11.1070754725561	n/a	ECOG
A63	-57.303214276717	-29.1410173480143	-7.00010253614027	n/a	ECOG
A64	-62.0170227588423	-36.520574336724	-4.12338490467394	n/a	ECOG
B1	-29.943595572606	-50.8388345603175	-17.2640551496672	n/a	ECOG
B2	-27.4030834876451	-42.9917114603439	-20.1340468157058	n/a	ECOG
B3	-20.5821163484714	-34.356896712796	-17.559710817049	n/a	ECOG
B4	-22.0568165055857	-24.1208040170222	-26.2217537719931	n/a	ECOG
B5	-18.9326220409982	-10.2347448696226	-31.7163228515011	n/a	ECOG
B6	-21.6621998114874	-0.537474135715466	-34.702283834931	n/a	ECOG
B7	-28.00542293779	5.26638640339177	-41.4948633373184	n/a	ECOG
B8	-28.362416267395	10.2023949680387	-39.310971173024	n/a	ECOG
B9	-31.8626018472966	16.5673186651012	-38.3431923136615	n/a	ECOG
B10	-40.5217928598391	18.8486711233254	-32.9751799180204	n/a	ECOG
B11	-19.064146066192	-26.9409880695727	-21.8313109858724	n/a	ECOG
B12	-23.2420698703535	-27.6838036748387	-24.1688766722711	n/a	ECOG
B13	-42.3322532244177	-32.2575265333957	-18.2922737924845	n/a	ECOG
B14	-38.7231780852247	-29.4185680773434	-23.8596521819198	n/a	ECOG
B15	-51.0030596662688	-23.8280193114441	-29.0505911820687	n/a	ECOG
B16	-56.7043411741321	-19.4931587942495	-29.53316950318	n/a	ECOG
B17	-14.4011088214465	-68.488313651885	-10.8081414861167	n/a	ECOG
B18	-21.2256576138055	-65.8799643522941	-10.2800853395122	n/a	ECOG
B19	-26.4435800085132	-62.126476047183	-14.996327085303	n/a	ECOG
B20	-27.399910364215	-66.4464289415603	-12.5096391969079	n/a	ECOG
B21	-41.8651913374062	-55.9944163584869	-19.8957008304212	n/a	ECOG
B22	-52.2274397165183	-53.8037788672735	-16.8870451827977	n/a	ECOG
B23	-52.0576645281491	-50.4543954401208	-18.4060410155546	n/a	ECOG
B24	-55.391781372992	-45.855533695861	-18.8044687184711	n/a	ECOG
B25	-31.3296849334	-75.8098117700359	-15.2240871807073	n/a	ECOG
B26	-37.6909800164652	-71.6477789091584	-18.0400668992292	n/a	ECOG
B27	-48.3786473088617	-63.2505745625336	-4.30300148622377	n/a	ECOG
B28	-52.0555322275866	-61.1326336815853	-9.69343714205206	n/a	ECOG
B29	-56.5002608689686	-56.7526102629284	-14.5306603860535	n/a	ECOG
B30	-57.8301569714642	-53.719235778655	-14.3315732683511	n/a	ECOG
B31	-59.2602181351425	-48.6621458514425	-14.6269093615897	n/a	ECOG
B32	-63.4183734356157	-42.763168887964	-5.73362899509402	n/a	ECOG
B33	-12.5986836180591	-99.7352511412345	8.35657179933541	n/a	ECOG
B34	-20.7926462899919	-97.2228755566898	11.9176374868909	n/a	ECOG
B35	-14.1409781103966	-74.1283522945122	10.3596294935918	n/a	ECOG
B36	-30.7827746756125	-91.7159483071142	13.3973465866541	n/a	ECOG
B37	-40.1218106890685	-81.1383461049739	25.5817401061922	n/a	ECOG
B38	-46.1726933524113	-74.1471440155234	27.6461629138697	n/a	ECOG
B39	-39.3365742472194	-57.2816912657463	19.6551048746045	n/a	ECOG
B40	-60.6246945989212	-50.4893470239319	28.1083043040845	n/a	ECOG
B41	-62.3483282076432	-49.8680669182899	19.9822320989314	n/a	ECOG
B42	-63.2598474336151	-43.5744676935593	17.3088385994802	n/a	ECOG
